FirstYearDelinquency,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
0,122,NA,NA,0,NA,NA,NA,0
1,4,NA,NA,0,NA,NA,NA,0
1,169,143,44,1,44,0,400,0
0,326,289,35,0,74,1,400,0
0,91,16,NA,0,NA,NA,1,0
0,111,98,NA,0,NA,NA,400,0
1,117,55,NA,0,NA,NA,1,0
1,305,192,NA,0,NA,NA,1,1
0,73,67,NA,0,NA,NA,400,0
0,128,128,NA,0,NA,NA,1,0
0,87,77,53,1,62,1,400,0
1,254,134,74,1,93,1,400,0
1,19,NA,NA,NA,NA,NA,NA,0
1,147,135,27,0,60,0,400,0
0,244,NA,NA,0,NA,NA,NA,0
0,297,97,97,0,97,0,400,0
1,378,109,24,0,24,0,1,0
0,196,90,90,0,90,0,400,0
1,258,112,NA,1,NA,NA,400,0
1,246,187,NA,0,NA,NA,1,0
1,51,52,52,0,52,0,1,0
1,217,223,63,0,63,1,1,0
0,64,65,23,1,23,0,1,0
1,92,2,NA,0,NA,NA,1,1
0,250,82,NA,0,NA,NA,400,0
0,20,20,NA,0,NA,NA,400,0
0,346,155,70,2,98,1,400,0
0,113,95,45,0,58,0,400,0
1,148,37,37,0,37,0,1,0
1,133,83,5,1,46,2,400,1
0,313,295,102,0,123,1,1,0
0,268,231,21,0,98,1,30,0
0,105,NA,NA,0,NA,NA,NA,0
1,193,126,3,1,73,2,400,1
0,357,14,NA,0,NA,NA,1,0
1,157,145,NA,2,NA,NA,30,0
0,207,107,7,1,32,6,30,0
0,319,36,NA,0,NA,NA,30,0
1,156,139,NA,0,NA,NA,400,0
0,207,94,54,1,76,1,1,0
1,257,75,57,1,57,0,1,0
0,359,31,31,1,31,1,1,0
0,231,196,66,0,131,2,400,0
0,159,65,NA,0,NA,NA,400,0
0,362,35,NA,0,NA,NA,1,0
0,248,149,NA,0,NA,NA,400,0
0,359,172,39,2,69,1,120,0
0,59,62,NA,0,NA,NA,90,0
0,303,38,37,0,38,1,1,0
1,193,153,59,0,99,2,400,0
0,51,NA,NA,0,NA,NA,NA,0
0,199,145,23,0,102,5,400,0
0,326,157,NA,0,NA,NA,1,0
0,378,113,21,0,48,2,1,0
0,176,177,118,0,118,1,30,0
0,60,29,NA,0,NA,NA,1,0
0,7,8,NA,0,NA,NA,1,0
0,292,NA,NA,0,NA,NA,1,0
1,383,206,46,0,97,1,400,0
0,310,354,29,0,88,1,400,0
1,165,22,NA,0,NA,NA,60,0
0,350,172,20,1,96,2,1,0
0,178,59,NA,0,NA,NA,400,0
0,178,38,NA,0,NA,NA,1,0
0,95,95,12,0,54,0,400,0
1,85,9,NA,0,NA,NA,1,0
1,28,27,NA,0,NA,NA,1,0
0,187,101,NA,1,NA,NA,1,0
0,349,62,40,0,50,1,400,0
0,157,149,38,0,66,6,1,0
0,375,184,40,0,41,1,400,0
0,152,31,NA,0,NA,NA,400,0
0,142,26,NA,0,NA,NA,400,0
0,271,271,15,0,72,6,400,0
0,19,16,NA,0,NA,NA,1,1
0,307,174,38,0,52,0,1,0
0,245,NA,NA,0,NA,NA,NA,0
0,208,103,NA,0,NA,NA,1,0
0,22,NA,NA,NA,NA,NA,NA,0
0,188,141,24,0,33,1,400,0
0,361,86,44,1,58,2,400,0
1,328,268,25,0,25,0,400,0
0,80,80,NA,1,NA,NA,400,0
1,167,111,22,4,58,2,60,0
0,362,135,98,2,117,1,400,0
0,109,NA,NA,NA,NA,NA,NA,0
0,206,137,19,1,32,1,400,0
1,318,138,26,0,81,0,400,0
0,149,83,13,0,39,2,120,0
0,240,80,NA,0,NA,NA,1,0
0,275,91,91,0,91,0,1,1
0,203,199,38,0,97,2,1,0
0,126,80,NA,0,NA,NA,400,0
0,217,208,28,0,48,3,1,0
1,14,14,9,2,10,3,1,1
1,63,58,NA,0,NA,NA,1,0
0,238,123,107,0,107,0,400,0
0,372,157,37,3,103,0,30,0
0,187,98,85,0,85,0,400,0
0,186,91,NA,0,NA,NA,1,0
0,291,116,78,0,97,2,1,0
1,104,70,NA,0,NA,NA,400,0
1,205,57,NA,0,NA,NA,1,0
0,378,128,44,0,88,1,1,0
1,28,NA,NA,0,NA,NA,NA,0
0,279,193,37,2,53,0,1,0
1,18,NA,NA,0,NA,NA,NA,0
0,288,115,83,0,83,1,1,0
1,259,89,NA,1,NA,NA,1,0
0,200,90,NA,0,NA,NA,1,0
0,325,220,58,0,78,1,1,0
1,275,54,NA,0,NA,NA,400,0
1,288,59,NA,0,NA,NA,400,0
0,292,205,142,0,142,1,1,0
0,319,160,24,0,56,1,1,0
1,120,102,26,0,67,1,1,0
0,273,83,NA,0,NA,NA,1,0
0,208,68,46,0,46,0,1,0
0,231,121,86,1,103,1,1,0
1,220,96,NA,0,NA,NA,1,0
0,139,85,NA,0,NA,NA,400,0
1,70,71,NA,0,NA,NA,1,0
1,269,170,78,0,82,1,400,0
0,219,160,160,0,160,1,1,0
0,291,NA,NA,0,NA,NA,NA,0
0,138,NA,NA,0,NA,NA,NA,0
0,114,114,NA,1,NA,NA,400,0
1,302,122,91,1,95,2,400,0
0,341,83,9,1,47,5,400,0
0,227,126,72,1,72,0,400,0
1,320,72,NA,0,NA,NA,400,0
1,301,NA,NA,0,NA,NA,NA,0
0,275,155,104,0,104,1,1,0
1,218,NA,NA,0,NA,NA,NA,1
1,61,62,45,0,45,0,1,0
0,149,97,66,0,66,0,400,0
1,245,215,NA,0,NA,NA,400,0
0,122,50,NA,0,NA,NA,1,0
0,223,108,20,1,63,3,1,0
0,293,121,6,1,45,1,1,0
0,230,131,27,2,58,1,400,1
0,166,166,3,0,69,2,1,0
1,353,265,47,1,101,1,400,0
0,304,117,72,3,72,0,1,0
0,301,137,54,0,96,2,1,0
0,143,129,18,0,74,4,1,0
0,176,13,NA,2,NA,NA,1,0
0,358,188,131,2,160,0,1,0
0,174,133,39,0,39,1,1,0
0,148,148,127,0,127,1,30,0
0,175,56,41,0,41,0,30,0
1,55,5,5,1,5,0,30,0
0,346,86,15,0,51,1,400,0
1,274,146,20,0,62,1,400,0
0,34,24,NA,0,NA,NA,400,0
0,124,104,23,0,23,0,400,0
1,169,87,NA,1,NA,NA,1,0
0,313,312,35,0,105,2,30,0
0,104,95,57,0,68,1,1,0
0,261,75,70,0,73,1,1,0
0,120,NA,NA,NA,NA,NA,NA,0
0,363,176,NA,0,NA,NA,400,0
0,328,195,22,0,71,1,400,0
1,73,60,60,3,60,1,400,1
0,86,86,NA,0,NA,NA,400,0
1,2,NA,NA,NA,NA,NA,NA,0
0,12,NA,NA,0,NA,NA,NA,0
1,367,326,NA,0,NA,NA,1,0
1,NA,41,NA,1,NA,NA,1,NA
1,118,83,NA,0,NA,NA,1,0
0,151,104,38,0,69,3,1,0
0,289,125,6,0,70,3,1,0
1,241,35,31,0,33,0,30,0
0,380,300,24,0,103,5,400,0
1,17,NA,NA,0,NA,NA,NA,0
1,25,NA,NA,0,NA,NA,NA,1
1,293,139,38,1,100,1,400,0
0,335,217,107,0,107,0,400,0
0,310,83,37,0,52,1,120,0
0,120,109,75,0,75,0,400,0
1,355,89,NA,0,NA,NA,400,0
0,242,69,69,0,69,1,400,0
1,101,82,19,1,19,0,400,0
1,265,71,NA,0,NA,NA,400,0
0,136,31,29,1,29,0,1,0
1,153,34,NA,0,NA,NA,400,0
0,176,173,36,0,101,4,400,0
1,48,44,NA,0,NA,NA,400,0
1,289,86,40,0,59,1,1,0
1,258,223,3,0,92,7,400,1
0,71,7,NA,0,NA,NA,1,0
1,314,104,NA,0,NA,NA,60,0
0,67,62,NA,0,NA,NA,1,0
0,278,60,NA,1,NA,NA,400,0
0,37,34,2,1,12,3,1,0
0,172,138,12,1,71,2,1,0
1,156,NA,NA,0,NA,NA,NA,0
0,192,27,20,0,23,1,400,0
0,359,217,7,1,95,3,400,0
0,NA,118,54,0,70,0,400,NA
0,357,154,67,2,89,0,400,0
0,21,NA,NA,NA,NA,NA,NA,1
0,327,177,126,0,126,1,1,0
1,318,230,NA,1,NA,NA,1,0
0,118,60,NA,0,NA,NA,60,0
0,154,117,61,0,61,0,400,0
0,243,214,NA,2,NA,NA,90,0
0,169,26,NA,1,NA,NA,400,0
1,302,68,68,1,68,0,1,0
1,69,33,NA,0,NA,NA,400,0
0,286,185,NA,0,NA,NA,1,0
0,266,95,NA,0,NA,NA,400,0
0,169,101,NA,0,NA,NA,1,0
0,237,158,91,0,91,0,30,0
0,21,21,NA,0,NA,NA,1,0
0,154,147,72,0,77,0,400,0
0,169,NA,NA,NA,NA,NA,NA,0
0,67,15,NA,0,NA,NA,1,0
1,49,40,40,0,40,0,400,0
1,218,180,72,1,81,0,400,0
0,110,103,62,0,87,2,30,0
0,379,137,86,2,86,0,400,0
0,191,227,62,0,66,1,1,0
0,327,91,NA,0,NA,NA,1,0
0,148,NA,NA,NA,NA,NA,NA,0
0,330,133,130,0,130,1,1,0
0,31,19,NA,0,NA,NA,1,1
1,340,273,33,1,72,4,30,0
1,376,226,NA,1,NA,NA,1,0
0,319,NA,NA,0,NA,NA,NA,0
0,378,155,108,1,135,2,1,0
0,300,222,13,0,76,2,400,0
0,131,84,NA,2,NA,NA,400,0
1,134,95,95,0,95,0,1,0
1,318,164,73,0,73,0,400,0
0,NA,NA,NA,0,NA,NA,NA,0
1,289,160,35,0,62,0,400,0
1,272,265,28,0,39,0,400,0
0,186,NA,NA,0,NA,NA,NA,0
1,341,103,3,0,71,3,1,0
1,119,99,NA,0,NA,NA,60,0
1,219,52,10,0,10,0,400,0
0,382,33,20,0,20,1,1,0
1,80,77,24,0,24,0,1,0
0,202,NA,NA,0,NA,NA,NA,0
0,282,103,NA,0,NA,NA,1,0
0,174,51,NA,0,NA,NA,30,0
1,146,87,NA,1,NA,NA,1,0
0,91,73,13,0,27,5,60,0
1,354,248,106,0,137,4,1,0
0,294,NA,NA,NA,NA,NA,NA,0
0,158,NA,NA,1,NA,NA,NA,0
1,374,101,NA,0,NA,NA,1,0
1,315,87,NA,0,NA,NA,400,0
0,349,102,NA,0,NA,NA,1,0
1,341,157,9,0,9,1,400,0
0,124,118,88,1,103,1,1,0
0,244,191,79,1,88,0,400,0
1,232,218,15,0,42,1,60,0
0,167,NA,NA,0,NA,NA,NA,0
1,188,NA,NA,0,NA,NA,NA,0
0,189,54,NA,1,NA,NA,400,1
0,3,NA,NA,0,NA,NA,NA,0
0,375,125,4,1,62,3,1,0
0,149,100,NA,1,NA,NA,400,0
1,209,NA,NA,NA,NA,NA,NA,0
0,146,112,56,3,88,1,120,0
0,225,83,24,0,55,0,400,0
0,295,108,74,0,78,1,1,0
0,248,82,NA,0,NA,NA,1,0
1,264,125,NA,0,NA,NA,400,1
0,337,222,38,0,72,1,400,0
1,255,76,NA,0,NA,NA,400,0
0,289,101,39,0,47,0,400,0
1,364,248,15,0,75,2,60,0
0,291,223,55,0,60,1,400,0
1,107,83,83,0,83,1,1,0
1,125,44,NA,1,NA,NA,1,0
0,184,111,17,0,74,1,1,1
0,336,177,177,0,177,1,400,0
0,329,211,56,0,94,1,30,0
0,277,228,27,0,87,1,1,0
1,293,142,84,0,113,2,1,0
1,129,120,120,1,120,0,400,0
0,249,3,NA,0,NA,NA,1,0
1,166,181,103,1,105,0,400,0
0,194,169,12,1,61,2,400,0
0,36,36,NA,0,NA,NA,1,0
0,29,28,21,0,21,0,120,0
0,129,NA,NA,0,NA,NA,NA,0
1,145,NA,NA,0,NA,NA,NA,0
0,291,206,10,0,37,2,400,0
1,166,25,NA,0,NA,NA,400,0
0,20,NA,NA,0,NA,NA,NA,0
0,305,222,NA,0,NA,NA,1,0
0,355,129,30,1,80,1,400,0
0,42,44,NA,0,NA,NA,30,0
0,219,91,NA,0,NA,NA,400,0
0,168,19,19,1,19,1,400,0
1,67,NA,NA,0,NA,NA,NA,0
0,224,105,85,0,90,2,60,0
0,278,297,16,0,105,2,400,0
0,304,79,3,1,31,4,400,0
1,295,234,81,0,106,2,30,0
0,185,88,22,0,53,0,400,0
0,254,160,28,0,55,1,30,0
1,160,56,NA,0,NA,NA,1,1
0,121,31,7,0,19,5,1,0
0,94,85,NA,0,NA,NA,1,0
0,298,54,54,0,54,0,400,1
0,87,NA,NA,0,NA,NA,NA,0
0,120,78,78,0,78,0,120,0
0,375,144,98,0,98,0,1,0
0,444,554,NA,1,NA,NA,400,0
1,5,NA,NA,0,NA,NA,NA,0
1,284,79,39,0,39,1,400,0
1,241,164,28,0,81,7,1,0
0,258,NA,NA,0,NA,NA,NA,0
1,167,153,7,0,47,1,400,0
1,199,171,NA,0,NA,NA,1,0
0,248,79,NA,0,NA,NA,400,0
0,168,108,36,0,72,1,1,0
1,152,73,NA,1,NA,NA,400,0
0,159,62,NA,0,NA,NA,400,0
0,168,60,NA,0,NA,NA,400,0
0,68,38,NA,0,NA,NA,400,0
0,291,162,162,0,162,1,1,0
0,23,36,NA,0,NA,NA,1,0
1,18,11,NA,0,NA,NA,1,1
0,169,161,10,2,51,1,1,0
0,264,130,85,0,108,1,400,0
0,43,44,NA,0,NA,NA,400,0
1,134,62,NA,0,NA,NA,400,1
0,173,32,NA,0,NA,NA,1,0
0,210,85,NA,0,NA,NA,400,0
1,NA,1,NA,0,NA,NA,1,NA
1,11,13,NA,1,NA,NA,1,0
1,133,82,44,0,63,1,1,0
0,120,75,56,0,56,1,1,0
1,199,94,15,1,45,0,400,0
1,83,82,NA,1,NA,NA,400,0
1,379,187,163,0,163,1,400,0
1,207,112,50,0,51,1,1,0
1,174,41,NA,0,NA,NA,1,0
1,91,NA,NA,0,NA,NA,NA,0
0,311,126,41,0,88,2,1,0
1,194,109,72,2,78,1,400,0
0,349,189,25,0,51,3,30,0
1,374,252,79,0,79,0,400,0
0,271,NA,NA,0,NA,NA,NA,0
0,143,126,74,0,100,0,400,0
0,65,NA,NA,0,NA,NA,NA,0
0,202,202,NA,0,NA,NA,400,0
1,194,190,NA,0,NA,NA,400,0
1,205,122,122,1,122,1,1,0
0,138,96,73,0,85,1,1,0
0,76,2,2,0,2,1,1,0
0,147,139,NA,0,NA,NA,400,0
0,19,19,9,0,9,1,1,0
0,103,69,68,0,68,1,1,0
1,109,106,15,0,50,3,400,0
0,290,94,59,1,73,2,1,0
0,21,19,19,0,19,1,1,0
1,42,33,NA,0,NA,NA,400,1
0,287,140,26,1,77,2,30,0
1,141,137,34,1,34,0,400,0
0,196,185,NA,0,NA,NA,400,0
0,267,151,22,0,85,2,90,0
0,280,167,NA,0,NA,NA,400,0
0,303,NA,NA,0,NA,NA,NA,0
1,380,130,8,0,83,2,1,0
0,209,155,26,0,87,2,1,0
0,84,NA,NA,0,NA,NA,NA,0
1,230,153,100,0,107,2,1,0
0,139,129,96,0,113,0,1,0
1,84,62,NA,0,NA,NA,400,1
0,301,160,24,2,89,7,30,0
1,6,NA,NA,NA,NA,NA,NA,0
0,117,110,105,0,105,1,400,0
1,17,30,NA,0,NA,NA,1,0
0,129,130,NA,0,NA,NA,1,0
1,175,110,65,0,84,1,400,0
0,281,53,NA,0,NA,NA,400,1
0,143,146,41,0,41,0,400,0
0,100,103,NA,0,NA,NA,120,0
0,21,19,NA,0,NA,NA,1,0
0,94,80,NA,0,NA,NA,400,0
0,20,NA,NA,0,NA,NA,NA,0
0,281,238,44,0,82,0,1,0
0,284,66,NA,1,NA,NA,1,0
0,321,102,102,0,102,0,1,0
1,133,113,49,0,49,0,1,0
0,192,NA,NA,NA,NA,NA,NA,0
1,84,71,NA,0,NA,NA,1,0
0,75,75,NA,1,NA,NA,400,0
0,31,39,NA,0,NA,NA,1,0
0,58,41,17,0,17,1,1,0
1,245,184,61,0,61,0,1,0
0,361,130,NA,0,NA,NA,400,0
0,328,325,1,0,71,4,1,0
1,246,32,12,0,12,0,90,0
1,108,83,53,0,53,0,60,0
0,279,226,NA,0,NA,NA,1,0
0,287,71,71,0,71,0,1,0
0,130,NA,NA,0,NA,NA,NA,1
0,53,70,NA,1,NA,NA,1,0
1,121,103,NA,1,NA,NA,400,1
0,167,133,18,0,26,1,400,0
0,341,314,14,0,51,0,60,1
1,141,97,97,0,97,1,30,0
1,226,216,39,4,84,1,1,1
0,157,107,60,1,82,3,1,0
0,152,113,35,0,35,1,90,0
1,59,35,NA,0,NA,NA,90,0
1,217,43,4,0,10,0,400,0
0,322,129,31,0,61,1,1,0
0,197,86,NA,0,NA,NA,1,0
1,221,114,NA,0,NA,NA,400,0
0,17,NA,NA,0,NA,NA,NA,0
1,176,136,3,0,3,0,30,1
0,115,113,45,0,45,0,30,0
0,196,196,NA,0,NA,NA,400,0
1,16,NA,NA,0,NA,NA,NA,0
1,280,258,5,1,78,8,400,0
1,6,3,NA,0,NA,NA,1,0
0,352,106,12,1,54,4,1,0
0,146,37,NA,0,NA,NA,90,1
0,204,190,52,0,70,0,1,0
0,161,132,132,0,132,0,1,0
1,125,73,NA,0,NA,NA,1,0
1,231,96,28,0,62,0,90,0
1,91,91,NA,0,NA,NA,1,0
1,226,126,15,1,68,1,400,0
0,79,79,NA,0,NA,NA,400,0
0,292,NA,NA,0,NA,NA,NA,1
0,287,181,181,0,181,1,1,0
1,360,93,10,2,38,2,60,0
1,261,NA,NA,0,NA,NA,1,1
0,102,63,NA,2,NA,NA,1,0
0,351,224,224,1,224,0,1,0
0,173,NA,NA,0,NA,NA,NA,0
0,148,148,148,1,148,1,1,0
1,21,NA,NA,0,NA,NA,NA,0
1,94,62,NA,0,NA,NA,1,0
1,257,113,22,0,67,0,400,0
0,295,98,34,0,63,2,1,0
1,277,176,22,0,79,5,1,0
1,81,42,31,0,31,1,1,0
1,112,NA,NA,0,NA,NA,NA,1
0,131,130,116,0,116,1,400,0
0,208,245,NA,1,NA,NA,400,0
0,247,122,NA,0,NA,NA,1,0
0,305,303,NA,1,NA,NA,400,0
0,353,282,12,2,12,0,30,0
1,119,61,24,0,28,2,30,0
0,348,387,NA,1,NA,NA,1,0
0,148,148,101,0,101,0,1,0
0,353,241,44,1,80,2,400,0
0,301,78,37,1,54,3,400,0
1,297,232,40,4,85,2,400,1
0,272,105,27,0,27,1,1,0
0,19,20,NA,0,NA,NA,1,0
1,288,147,20,1,20,1,1,1
0,226,180,85,0,92,0,1,0
1,167,159,91,1,103,1,400,0
0,297,260,3,1,62,7,120,1
0,172,32,NA,0,NA,NA,120,1
0,124,124,70,0,83,1,1,0
0,131,86,46,0,61,3,1,0
0,24,21,1,0,11,2,1,0
0,129,NA,NA,NA,NA,NA,NA,0
1,68,44,NA,0,NA,NA,1,0
0,358,78,42,0,58,0,400,0
1,99,97,NA,1,NA,NA,400,0
0,329,329,7,0,75,3,400,1
1,375,144,49,0,69,1,1,0
1,172,NA,NA,1,NA,NA,NA,0
1,351,185,77,0,95,1,1,0
1,121,83,NA,0,NA,NA,400,0
0,278,50,NA,1,NA,NA,1,1
0,298,223,NA,0,NA,NA,1,0
1,70,237,95,2,95,0,400,0
1,238,49,NA,0,NA,NA,400,0
0,354,75,13,0,44,1,1,0
1,132,125,20,0,71,2,120,0
0,249,148,27,0,59,4,400,0
0,374,448,39,0,143,3,400,0
0,340,333,36,0,71,1,60,0
1,230,24,NA,0,NA,NA,400,0
0,259,52,NA,0,NA,NA,1,0
1,277,93,27,1,71,1,1,0
0,295,154,26,0,98,3,400,0
0,75,52,NA,0,NA,NA,1,0
1,89,88,4,1,4,1,400,1
0,359,48,NA,0,NA,NA,400,0
0,339,361,19,0,57,5,1,0
0,314,97,NA,0,NA,NA,400,0
0,297,220,9,1,50,4,30,0
0,226,146,142,0,142,1,1,0
0,244,135,78,0,92,1,1,0
1,NA,150,40,0,101,3,1,0
0,57,45,NA,0,NA,NA,1,0
0,138,140,96,1,116,1,400,0
0,297,304,80,3,93,1,1,0
0,132,19,NA,0,NA,NA,1,0
0,97,85,NA,1,NA,NA,1,0
1,60,NA,NA,0,NA,NA,NA,0
0,339,228,66,0,97,2,1,0
0,178,150,47,0,94,2,400,0
0,382,279,1,0,9,2,1,0
0,260,83,NA,0,NA,NA,400,0
0,191,105,22,1,70,1,30,0
0,94,60,26,2,26,1,400,1
0,377,64,64,1,64,1,400,0
0,20,20,NA,0,NA,NA,1,0
0,331,216,108,1,118,2,1,0
0,9,4,NA,0,NA,NA,1,0
0,203,203,NA,2,NA,NA,1,0
1,298,177,6,0,14,3,1,0
0,17,NA,NA,1,NA,NA,NA,0
0,224,176,25,0,49,3,400,0
0,340,142,111,0,115,0,1,0
0,165,128,69,0,84,1,400,0
0,217,238,21,1,72,0,1,0
1,159,93,64,0,64,0,1,0
0,66,66,NA,0,NA,NA,400,0
1,167,23,NA,0,NA,NA,1,0
1,350,220,19,0,19,1,400,0
1,382,160,16,0,16,1,120,0
0,102,NA,NA,NA,NA,NA,NA,0
1,342,203,17,0,17,1,1,1
0,239,176,28,2,63,2,120,1
0,305,164,47,0,99,2,90,0
0,160,139,44,0,90,4,400,0
0,473,194,NA,0,NA,NA,1,0
0,74,69,NA,0,NA,NA,1,0
0,255,155,63,1,101,2,400,0
1,NA,15,NA,0,NA,NA,1,0
0,111,107,107,0,107,0,1,0
1,247,106,NA,0,NA,NA,1,0
1,335,46,NA,1,NA,NA,1,0
0,168,138,48,5,48,0,400,0
1,281,203,1,0,46,1,60,0
0,78,35,NA,1,NA,NA,1,0
1,153,94,NA,0,NA,NA,400,0
0,170,123,76,0,76,0,400,0
0,347,160,87,1,87,0,120,0
1,21,NA,NA,NA,NA,NA,NA,0
1,276,175,25,0,100,0,400,0
1,107,108,32,0,32,0,120,0
0,317,132,11,0,11,1,1,0
0,309,NA,NA,0,NA,NA,NA,0
1,268,134,21,0,54,2,30,0
0,241,122,22,0,57,2,400,0
0,339,221,20,0,20,1,1,0
1,186,146,42,0,111,1,400,0
0,231,108,108,0,108,0,400,0
0,80,64,NA,1,NA,NA,30,0
0,223,84,NA,0,NA,NA,400,0
0,226,215,NA,0,NA,NA,1,0
1,98,95,NA,0,NA,NA,1,0
1,160,114,15,2,71,3,120,0
0,327,157,104,0,113,1,1,0
1,245,229,64,1,87,3,1,0
0,359,114,57,1,57,0,400,0
0,100,102,NA,0,NA,NA,1,0
1,294,118,NA,0,NA,NA,120,0
0,165,NA,NA,0,NA,NA,NA,0
1,268,127,NA,0,NA,NA,400,0
1,214,37,37,0,37,0,1,0
0,75,72,NA,0,NA,NA,400,0
1,354,428,NA,1,NA,NA,400,0
0,270,205,39,0,39,0,1,0
0,139,125,11,4,74,3,400,0
0,277,94,NA,0,NA,NA,1,0
1,60,36,NA,0,NA,NA,1,0
0,288,135,77,0,97,1,400,0
1,183,108,74,0,87,1,400,0
1,191,117,NA,0,NA,NA,400,0
0,32,24,NA,0,NA,NA,1,0
1,21,25,NA,0,NA,NA,400,1
0,379,NA,NA,0,NA,NA,NA,0
0,145,144,33,0,33,1,30,0
1,298,27,NA,0,NA,NA,1,0
1,244,167,27,1,95,2,400,0
1,132,117,3,0,62,4,30,0
0,201,92,8,0,40,1,1,0
0,14,0,NA,0,NA,NA,1,0
0,347,129,16,1,87,1,90,0
1,240,240,22,0,90,2,400,0
1,117,103,103,2,103,1,1,0
1,238,100,17,1,24,1,400,0
0,95,96,NA,0,NA,NA,90,0
1,182,92,63,3,63,0,30,0
0,245,39,NA,0,NA,NA,1,0
0,124,78,66,0,66,0,400,0
0,5,NA,NA,NA,NA,NA,NA,0
1,259,104,10,0,28,3,400,0
0,15,15,7,0,7,1,1,0
0,182,80,NA,0,NA,NA,1,0
0,260,108,108,0,108,0,1,0
1,190,108,NA,2,NA,NA,400,0
1,157,153,128,0,128,1,1,0
0,118,99,96,0,96,0,1,0
0,244,153,39,1,77,1,400,0
0,NA,24,NA,0,NA,NA,1,0
1,238,38,3,0,21,1,1,0
0,159,142,126,0,126,1,1,0
0,13,NA,NA,0,NA,NA,NA,0
0,183,NA,NA,NA,NA,NA,NA,1
0,298,125,NA,0,NA,NA,60,0
0,42,43,43,0,43,0,400,0
0,322,57,NA,0,NA,NA,400,1
0,235,NA,NA,NA,NA,NA,NA,0
1,102,100,NA,0,NA,NA,400,0
1,351,13,13,0,13,1,1,0
0,127,120,NA,0,NA,NA,1,0
0,19,NA,NA,0,NA,NA,NA,0
1,284,104,73,3,93,5,400,0
0,117,110,NA,1,NA,NA,400,0
0,315,73,NA,0,NA,NA,400,0
1,355,NA,NA,0,NA,NA,NA,0
0,147,79,53,0,53,0,400,0
0,241,82,NA,1,NA,NA,1,0
0,260,105,84,0,95,0,400,0
1,135,137,83,0,83,0,400,0
0,86,77,NA,0,NA,NA,30,1
0,143,127,88,0,104,0,1,0
1,103,105,37,1,68,0,400,0
1,206,202,34,3,75,1,60,0
1,314,90,74,0,74,0,1,0
1,322,60,NA,0,NA,NA,1,1
0,373,114,16,0,41,1,400,0
0,316,86,41,0,66,3,1,0
1,105,71,20,0,20,0,1,0
1,284,132,NA,0,NA,NA,1,0
1,198,80,NA,0,NA,NA,90,0
0,292,NA,NA,0,NA,NA,NA,0
0,277,148,15,0,89,7,400,0
1,360,173,8,0,83,3,1,0
0,301,80,NA,0,NA,NA,1,0
0,236,160,118,0,118,0,60,0
0,382,169,134,0,134,1,400,0
1,22,16,5,0,5,1,1,0
1,338,59,24,0,42,1,400,0
0,47,48,17,0,17,1,1,1
1,294,111,15,0,57,0,90,0
0,221,193,89,0,89,0,400,0
0,175,160,NA,0,NA,NA,1,0
0,131,115,94,0,101,0,1,0
0,179,137,33,0,101,4,1,0
0,329,130,NA,0,NA,NA,1,0
0,193,157,157,0,157,0,1,0
1,87,31,NA,0,NA,NA,1,0
1,15,13,NA,0,NA,NA,1,0
0,107,96,6,0,52,2,30,0
1,348,165,NA,0,NA,NA,120,0
1,228,217,104,0,114,1,1,0
1,61,11,NA,0,NA,NA,1,0
1,377,223,70,0,70,0,400,1
0,316,81,NA,0,NA,NA,1,0
0,345,157,NA,0,NA,NA,1,0
1,357,80,5,2,42,1,400,0
0,382,92,39,0,57,1,1,0
0,20,22,4,0,13,2,1,0
0,1,33,3,0,3,0,30,0
0,124,112,87,0,94,3,120,0
1,219,121,5,0,5,1,1,0
0,246,116,NA,0,NA,NA,1,0
0,209,101,70,0,90,1,1,0
1,211,143,34,0,73,4,120,0
0,242,128,128,0,128,0,400,0
1,157,NA,NA,NA,NA,NA,NA,0
0,313,147,70,0,70,0,1,0
1,210,187,18,0,90,5,60,0
0,217,132,21,1,48,3,400,0
0,262,108,NA,0,NA,NA,1,0
1,157,82,12,1,12,0,60,0
0,140,140,20,0,90,3,60,0
1,212,130,18,0,18,0,400,0
0,373,66,21,2,40,2,1,0
0,242,5,5,0,5,1,1,0
0,191,125,89,1,92,0,400,0
0,375,94,42,0,75,2,1,0
1,391,113,NA,0,NA,NA,1,0
0,NA,11,NA,0,NA,NA,1,NA
1,216,127,81,1,81,1,1,0
0,226,37,NA,0,NA,NA,1,0
0,203,131,97,0,97,0,1,0
0,146,130,96,0,96,0,1,1
0,18,NA,NA,0,NA,NA,NA,0
0,379,94,91,0,91,0,1,0
0,192,175,79,0,79,0,400,0
0,265,157,96,0,116,1,400,0
0,115,109,NA,0,NA,NA,1,0
1,344,156,111,0,119,1,1,0
1,322,146,39,5,61,0,400,0
1,223,92,30,0,67,2,400,0
0,85,NA,NA,0,NA,NA,NA,0
0,378,85,30,1,53,1,120,0
1,135,124,16,0,61,2,1,0
0,296,147,90,0,116,2,1,0
0,65,44,NA,0,NA,NA,1,0
0,46,7,NA,0,NA,NA,1,0
0,189,137,NA,0,NA,NA,90,0
0,9,2,NA,0,NA,NA,1,0
0,330,88,NA,0,NA,NA,1,0
0,297,158,41,2,82,2,400,0
1,189,108,43,0,43,0,1,1
